protein,gene,EN-181-11_T,EN-216-11_T,EN-430-11_T,EN-454-11_T,EN-711-16_T,EN-716-11_T,EN-797-18_T,EN-181-11_N,EN-216-11_N,EN-430-11_N,EN-454-11_N,EN-711-16_N,EN-716-11_N,EN-797-18_N
RAB1A,RAB1A,99988,971590,459050000,20991000,182200000,129920000,82090000,2248500000,3171000000,16330000,4672500000,59764000,27798000,17552000
ANGI,ANG,9617000,2318700,7730700,7769700,62761000,23437000,34948000,11379000,12673000,17380000,6467500,44851000,29099000,61152000
CO3,C3,509450000,270910000,415260000,212530000,2418200000,1520500000,1612100000,799380000,663240000,933340000,340560000,2223600000,2300500000,783010000
GOGA3,GOLGA3,19981000,13203000,19766000,7303000,42198000,30640000,79335000,852180,2164400,32422000,3009900,14818000,24863000,11797000
RU2B,SNRPB2,6490800,9939900,33180000,2523600,16474000,8870800,4926800,14063000,3154200,381170,1699100,4662400,277000000,1085600
MEAK7,MEAK7,4183900,4745300,17388000,7356300,43570000,30944000,82448000,770530,3532900,17173000,4406900,48118000,47674000,43260000
ES8L2,EPS8L2,11453000,14326000,84054000,8297400,192850000,138950000,309030000,35460000,53448000,103460000,97641000,198560000,292300000,96222000
UBE2H,UBE2H,1331300,4740600,5081200,2287800,361180,2462300,5086000,1502200,1690500,3259500,1621000,NA,316250,3647200
UB2G1,UBE2G1,5590000,2242500,2027900,3399200,4715800,3760700,5600500,4398400,7905700,9902900,6213900,21641000,6100600,4192800
SMAP1,SMAP1,3014700,3428700,3861800,1077600,9045900,7816100,15418000,1437300,3267300,4127200,6825400,9292100,8286600,4264000
FUND2,FUNDC2,19583000,17921000,NA,11155000,53761000,57827000,68602000,14356000,12302000,26598000,10965000,41385000,5102400,12178000
BABA2,BABAM2,9363700,9918700,28958000,5161800,42832000,35306000,12109000,4723700,8471800,4864800,8237600,18400000,36066000,12332000
DP13B,APPL2,10255000,13768000,63794000,7178900,43598000,104720000,55210000,9871800,11457000,29612000,9098200,12728000,13672000,2481300
TM11E,TMPRSS11E,34918000,7352600,NA,775430,2325000,11317000,101240000,8669700,8413600,20403000,18388000,22265000,33900000,18929000
S66A3,SLC66A3,13768000,5082400,3593700,22707,21362000,15251000,2786400,511690,745420,NA,7615000,7463600,2363600,88995
RPB1,POLR2A,1960700,NA,57985000,3334700,3954000,12749000,17044000,14837000,1868400,4192200,994630,6381900,3418200,2643700
AOFB,MAOB,59585000,95372000,35627000,42127000,266120000,189960000,51815000,46255000,58065000,30012000,32399000,277870000,316370000,93497000
TBCA,TBCA,35670000,24556000,NA,14267000,211630000,151240000,135830000,24941000,37976000,86039000,36055000,181360000,71187000,59407000
UBE4B,UBE4B,3129700,35100000,9927300,92283000,15485000,13082000,9783600,65624000,52011000,1351500,42740000,11953000,19782000,34832000
HD,HTT,7284700,5428200,20282000,4314900,14659000,13598000,22202000,13789000,5451500,11225000,13125000,7108900,15388000,6789800
DHPR,QDPR,30791000,41137000,115270000,21992000,149140000,101210000,72261000,16729000,21548000,129330000,25297000,114240000,97288000,17254000
RT63,MRPL57,753570,1639500,4134100,1655700,7495600,7540300,2913100,163190,365030,423010,NA,2541500,7770000,1092400
TPRGL,TPRG1L,9716800,16984000,13767000,10810000,18829000,14246000,15380000,5725800,4225400,18670000,4419000,17277000,10133000,6494300
SEPT1,SEPTIN1,438880,9560600,558330,5877000,12908000,8321000,559270,1847800,1941400,NA,181950,4452700,2156500,2597300
ITB1,ITGB1,197840000,237840000,89667000,107620000,1082800000,1162100000,640900000,233170000,216810000,225450000,259900000,913230000,707650000,496910000
ANGT,AGT,77963000,23109000,142480000,34690000,169500000,134440000,134020000,132040000,85606000,35257000,86288000,89351000,276000000,120550000
NU4M,MT-ND4,3175500,4286200,14130000,2480500,8249500,15429000,5944300,1867000,2860600,3206500,2030800,3578000,7481200,3208800
AFAM,AFM,19724000,29520000,23858000,8307000,159170000,212670000,96704000,13235000,39253000,6138800,19630000,172430000,360630000,22086000
KSYK,SYK,2688200,17014000,16590000,7278700,22623000,12317000,8607500,5656000,2377700,7095000,6499900,15293000,19855000,15692000
NBEL2,NBEAL2,10083000,8598400,12386000,7675100,27399000,27366000,23957000,19424000,10677000,20256000,19225000,32492000,17474000,16323000
AP1S1,AP1S1,16274000,19411000,15252000,17714000,53758000,21775000,48815000,7731900,8083000,11488000,11192000,29748000,23406000,13732000
PDPR,PDPR,19114000,29627000,15767000,12817000,41763000,65879000,138430000,3310700,11198000,34340000,26317000,9470500,23878000,14165000
ATP68,ATP5MJ,1487700,2162000,6279900,201980,32017000,23007000,22773000,170140,1466600,1909800,195180,23351000,10250000,9409700
HEM6,CPOX,18915000,14041000,17913000,45171000,68458000,57165000,125260000,148820000,6221600,7750100,6801000,44084000,27160000,16838000
REEP5,REEP5,47065000,44659000,2532600,26873000,233650000,174050000,251470000,48878000,48156000,32159000,38705000,129640000,87568000,60326000
UBP47,USP47,5115400,255800000,27695000,2208000,23390000,25565000,29023000,28099000,83111000,49484000,13635000,19680000,20387000,6316300
NU155,NUP155,18107000,37384000,2465000,10372000,111590000,72974000,63523000,19043000,24228000,7513600,15328000,20351000,38709000,14499000
HOOK3,HOOK3,18799000,9149400,23561000,5600500,12968000,19995000,25706000,13237000,6453400,21535000,10782000,15506000,17021000,7907500
DIAC,CTBS,1488900,11726000,5565400,396330,3198900,10226000,5196500,324250,1855800,586170,325880,3917000,4300700,2466400
PSA,NPEPPS,135330000,196430000,251700000,100640000,352640000,330940000,473780000,141770000,177900000,268130000,232960000,488920000,543740000,260680000
NT5D1,NT5DC1,35951000,26646000,7118200,8030700,72301000,58224000,29515000,10157000,13145000,9096200,23196000,55719000,70903000,24903000
CSN8,COPS8,34998000,39122000,38610000,25090000,79700000,96129000,59533000,25837000,32757000,42923000,40974000,78635000,76397000,27570000
CLYBL,CLYBL,7694000,2501400,9285000,6787700,40883000,37881000,15712000,2713100,4559600,9452600,6663500,26885000,29681000,9742300
AACS,AACS,28274000,6109200,11711000,10754000,13918000,14071000,22850000,1910300,30306000,15757000,5257000,14683000,15091000,7081100
INT2,INTS2,700840,1844400,7801700,1574500,13514000,10070000,5375200,1566700,1622100,4710800,2419200,3062900,3406300,2057300
MPRI,IGF2R,7263300,123180000,67486000,107070000,39116000,43837000,56454000,91141000,141400000,133700000,152270000,24814000,11668000,14025000
SNX5,SNX5,42346000,42347000,70972000,18472000,148640000,114080000,112920000,60667000,64413000,149640000,25046000,80249000,66356000,32378000
TOLIP,TOLLIP,17878000,34265000,167700000,14223000,91162000,128240000,262580000,52322000,76966000,84074000,74657000,135720000,126570000,74088000
GELS,GSN,415910000,491660000,497240000,237980000,2250000000,2201000000,1161800000,477360000,605780000,636100000,722940000,1889200000,2790000000,1198600000
ZDH13,ZDHHC13,11907000,302560,4803700,17877000,4551900,3686100,11214000,210770,12164000,619100,4375800,67753000,4572400,57072000
ITPR3,ITPR3,5253000,NA,160730,2391600,46895000,42253000,24025000,NA,3277400,71578,107400,2531000,3016200,1189400
FITM2,FITM2,3263700,13665000,44785000,4826200,13976000,14522000,7018800,6390700,279280,908310,477300,3547400,895730,2101000
VAMP3,VAMP3,25700000,NA,6261700,12931000,118560000,154080000,145080000,12443000,13686000,15300000,13888000,81314000,64910000,22960000
CO5,C5,19705000,6389200,5921300,6770900,37465000,24485000,26708000,26535000,15521000,5747200,7119700,25000000,1399600000,5821900
C2D1A,CC2D1A,9549300,5371200,25233000,6491900,13614000,31890000,34701000,2002100,4505100,9841100,7133300,10101000,13043000,7404600
RIN1,RIN1,NA,3667400,6517600,2687300,4588600,12082000,6246800,600850,2628700,1798100,573700,3845700,6468000,652480
KT3K,FN3KRP,3617500,9524500,4686300,3056900,40895000,23056000,9605200,4054300,7314800,2069700,4099800,59446000,24794000,6356900
PGM1,PGM1,38191000,58830000,50897000,27771000,328060000,171250000,175880000,31911000,73374000,69861000,66810000,244760000,161390000,95066000
IF2G,EIF2S3,137720000,49202000,13904000,95296000,383680000,304840000,453650000,40778000,57719000,29589000,57120000,176240000,161180000,107070000
GBP4,GBP4,14443000,15290000,1899300,15301000,16768000,36094000,1144600,4412800,11124000,214700,3568100,6126000,5102500,3678400
LTN1,LTN1,2789800,1921000,1925700,909760,4862800,6647700,8214400,667950,683960,583780,497960,5952200,10025000,2660100
DEN4C,DENND4C,1051200,938400,26196000,3776300,8605400,9062100,2566300,1045400,1371600,1723100,847480,3829100,3841500,2961000
NUFP2,NUFIP2,1972900,29525000,9775100,1557100,8017700,9303300,14041000,146260000,333060,5617100,151320,1220000,365970,1192500
NDUS4,NDUFS4,19111000,27441000,5029300,9229500,128800000,208590000,93826000,15701000,29516000,19277000,18333000,58187000,107890000,24040000
TPD53,TPD52L1,8375800,39869000,147770000,33769000,28091000,18129000,126950000,21159000,41043000,55505000,69452000,141190000,173780000,64145000
PYGL,PYGL,42469000,35720000,161850000,762210,73257000,69405000,109890000,25393000,26172000,46014000,36695000,97079000,74963000,46256000
FPRP,PTGFRN,3950200,10692000,5662600,2812200,18407000,11363000,15968000,4283800,4396100,10968000,4222700,12280000,6909600,4639700
LRAT2,LRATD2,2268100,3461000,1994700,9344600,9721800,6373200,4065300,2704100,73952,3035900,2230300,2561200,6507900,NA
LXN,LXN,47161000,62341000,4455800,15099000,117970000,74192000,61394000,5588000,38159000,42737000,34984000,19233000,29192000,29321000
ADRO,FDXR,1555000,15945000,72888000,18220000,83875000,74380000,59011000,2526700,2777000,58299000,22231000,76493000,83094000,39967000
TX1B3,TAX1BP3,32817000,45680000,25035000,18913000,108560000,90559000,147290000,39848000,43007000,78735000,47059000,136660000,141480000,53752000
RAB12,RAB12,582520,1750300,3299000,86308,3440600,6339800,9214700,2051600,1779800,4340000,3264500,11741000,751580,4284200
ANXA6,ANXA6,380840000,692130000,832260000,180700000,2008100000,1784200000,543100000,381670000,426970000,472850000,327530000,1573700000,1229000000,1213700000
DEN2D,DENND2D,1144400,2316100,5190300,366210,20625000,3985100,3497300,193250,213610,794520,NA,7820300,19064000,3762500
RL8,RPL8,108840000,24970000,53979000,91557000,646590000,859410000,366650000,71742000,101400000,315370000,158860000,582750000,270820000,298170000
TRI22,TRIM22,1194400,13622000,12220000,35421000,23394000,14669000,32927000,3762000,2194600,5933000,31585000,6982300,270750000,4709500
SMAD2,SMAD2,6460700,24727000,4658900,2714000,31666000,19323000,129420000,6148600,402410,1662500,195690,17024000,446610,7762900
CLU,CLUH,17353000,8255000,3592200,11348000,48534000,33375000,85459000,39895000,33758000,41787000,23957000,41721000,36330000,19714000
CTL1,SLC44A1,5815100,5351900,2186400,945610,39627000,23989000,25121000,4598700,4453700,889530,3737900,10155000,11301000,7834000
LYPL1,LYPLAL1,5145400,7388900,1023500,5053000,8021600,13378000,12972000,2601100,3340400,10139000,11018000,433810000,13496000,346770000
PP14A,PPP1R14A,2733200,1177600,12236000,41338000,32365000,66526000,5711700,12731000,10591000,9811000,19881000,69626000,52827000,118750000
ERBIN,ERBIN,4168500,6017200,1458200,765150,11280000,7233900,6366100,1817200,2578100,2220900,1748500,2220500,3531700,1859500
TARA,TRIOBP,1506700,4467400,NA,385270,13823000,13770000,18497000,6457100,8155700,10514000,5517800,11632000,13903000,3559000
HPBP1,HSPBP1,33199000,4253200,6015200,11705000,56824000,77658000,66111000,508020,12386000,44733000,5227700,39694000,28875000,82822000
RIGI,RIGI,363740,406290,6337900,3392200,4475800,5364900,406100,2254200,3207600,2691500,1365400,2664000,2562100,1560900
CFAH,CFH,158210000,169980000,92781000,117750000,325100000,351480000,421250000,232580000,273650000,127810000,178790000,441740000,425200000,182430000
CF298,CFAP298,414730,967520,8807100,419450,7195500,6255500,14273000,13206000,275300,11147000,35012,6674500,31951000,2169100
AMPE,ENPEP,20210000,5084600,36967000,2717400,2325700,11165000,9774500,2537400,2654500,6201800,386430,NA,2060000,289450
T2FB,GTF2F2,6038200,479200,29814000,3196000,29692000,23945000,56601000,194270,561880,8012000,1463200,4938900,20364000,8095500
ARAP1,ARAP1,1706500,11126000,19890000,17410000,12472000,23351000,8045700,8018300,16090000,10617000,2581900,7082500,17986000,1245200
GPX3,GPX3,34526000,34603000,8111700,25153000,44515000,158400000,112150000,72963000,49847000,12348000,67689000,58306000,65582000,40630000
MUTA,MMUT,10109000,22162000,19336000,19842000,62180000,72491000,46079000,6660800,17936000,6752000,10586000,118900000,41877000,19258000
JUPI1,JPT1,1097000,2460200,14965000,5000500,3836200,7267000,27120000,2735800,4646800,6936900,7464700,19024000,NA,3870400
DYSF,DYSF,13045000,18066000,45901000,14664000,69607000,96083000,17213000,8632900,11135000,3950400,8103500,25273000,106980000,23072000
NADE,NADSYN1,5620900,1434600,NA,5139700,23491000,15147000,18756000,6976200,9446600,13923000,6882700,14490000,21231000,6065700
LACTB,LACTB,1838800,37652000,1743700,8316200,76320000,87878000,16353000,6363800,1335700,NA,214130,14207000,19606000,3920500
DCXR,DCXR,24483000,41227000,30235000,54294000,113500000,48222000,60724000,16318000,32651000,20253000,49080000,70677000,101110000,38306000
PPM1F,PPM1F,9134800,10573000,52015000,5092500,85335000,95109000,9463100,23871000,25480000,10355000,28810000,54163000,114040000,46307000
FNBP1,FNBP1,3887300,9687300,4765500,4871100,30072000,32978000,24676000,10520000,11980000,23410000,9559600,25730000,29767000,14869000
RANB9,RANBP9,676040,19753000,18235000,13768000,5766000,8428900,32265000,76733,5599000,3249900,255840,9090100,18297000,NA
CFAI,CFI,14814000,24285000,55273000,11638000,53098000,37359000,64559000,30052000,25709000,32012000,18578000,57092000,39736000,27001000
RL21,RPL21,36775000,3808400,NA,14084000,160270000,158350000,244980000,16181000,28288000,13264000,33256000,205750000,187920000,60678000
SPTN1,SPTAN1,136540000,233570000,34449000,85385000,895060000,891120000,475400000,122320000,140290000,82128000,90042000,465490000,853980000,269710000
CBPB2,CPB2,636890,3944600,7389600,1038600,2399200,2247600,1485000,164260,1794900,6506800,2149300,31614000,1562900,8899500
ARY1,NAT1,125040,349400,5060700,NA,17058000,13901000,4777500,270310,773450,NA,640210,3734200,701300,778810
CSN7B,COPS7B,9652500,13633000,NA,122510000,67372000,42330000,29404000,78492000,6919500,5783500,6449300,34655000,25286000,9590900
PPR21,PPP1R21,369850,7624700,2220200,64263,16182000,17847000,17120000,1403100,2183500,5892900,970300,32221000,19741000,7135700
PADI2,PADI2,14899000,25104000,52538000,2938500,150780000,8864400,3094300,6190700,11058000,37091000,12803000,4462800,11081000,4119100
CD47,CD47,25355000,57783000,22085000,35782000,128970000,117210000,95963000,42573000,38618000,73466000,45304000,107620000,70546000,48813000
PAPD1,MTPAP,3431600,3444200,13011000,367100,7674700,3320600,1503500,1483600,2104800,6702400,3082700,417840,1129900,NA
DCTN4,DCTN4,7000100,9335000,6923400,1082900,52210000,49216000,44775000,9863300,7202100,13902000,12858000,44281000,41943000,20230000
ISOC1,ISOC1,26869000,37515000,26678000,7517700,133140000,89035000,127570000,20452000,34316000,37817000,31864000,119150000,104180000,48460000
HEP2,SERPIND1,15292000,22570000,72241000,14218000,68180000,77042000,35804000,48338000,43860000,20149000,34891000,69526000,95490000,33061000
AACT,SERPINA3,188570000,152620000,275600000,307190000,412250000,178420000,603750000,383550000,200550000,133780000,342770000,423800000,137750000,251070000
STX16,STX16,1119900,2777900,1681300,1331700,8670500,10164000,14365000,1157900,1393000,1036600,827530,5058600,2514000,8301500
NU214,NUP214,13096000,8491200,5011500,8660000,28500000,25392000,21081000,10430000,3735600,24715000,4968300,12309000,32083000,8150100
1433S,SFN,791970000,966690000,63929000,176030000,1199400000,2090800000,32318000000,2725200000,2345600000,2682400000,5931200000,13045000000,12012000000,3765100000
SEPT5,SEPTIN5,131330,2962500,5743000,3950800,3607300,14443000,12348000,6771300,3910700,15781000,900920,9098500,9445500,2873400
TBCD5,TBC1D5,914050,1646000,4717100,707420,883620,1598200,5438800,1235400,1063300,2022500,1255800,6364900,1550200,589810
PHOCN,MOB4,25079000,12265000,11273000,14584000,45612000,50708000,85424000,14380000,17532000,12206000,14761000,51676000,44045000,25461000
ADIPO,ADIPOQ,4215500,3327800,NA,17869000,13708000,16409000,44487000,5237700,5206800,6732900,6926700,20850000,5049000,8657900
APOB,APOB,67345000,40126000,87897000,109560000,523080000,279670000,350630000,145070000,95004000,95195000,118870000,177060000,530070000,64024000
SHOT1,SHTN1,7182100,11114000,4864200,9179400,22029000,29002000,34708000,4178200,4758300,6407100,3420000,11983000,8785600,5191800
CO8A,C8A,12678000,2674900,9022400,5053400,47451000,33518000,102550000,28165000,17805000,7028200,7635100,60716000,40259000,27175000
ATAD1,ATAD1,7397900,10731000,10958000,5499200,28303000,27690000,65547000,5554000,12009000,16255000,10903000,49932000,12825000,10885000
QKI,QKI,2505700,9897400,2667400,64026,18382000,28892000,7813400,863520,1566000,1847000,453810,17544000,11375000,4704600
SBP1,SELENBP1,136560000,198280000,494790000,331800000,856720000,778930000,151080000,170010000,202350000,104490000,217000000,819910000,738760000,362680000
NLRX1,NLRX1,747950,25699000,21590000,6702900,53648000,37057000,21794000,10476000,20114000,25010000,15876000,46659000,51916000,21463000
CTNA2,CTNNA2,4054100,NA,18701000,2432600,49840000,8737400,55206000,NA,12143000,67602000,17042000,21766000,153850000,17032000
CAP2,CAP2,2806300,177580,7633900,858580,22617000,24053000,32540000,2675500,8672900,11873000,831810,61229000,31576000,18695000
